title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date,directors_name,directors_born_year,directors_profession,writers_name,writers_born_year,writers_profession
Angry Indian Goddesses,tt3368222,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Angry_Indian_Goddesses.jpg/220px-Angry_Indian_Goddesses.jpg,https://en.wikipedia.org/wiki/Angry_Indian_Goddesses,Angry Indian Goddesses,Angry Indian Goddesses,0.0,2015.0,115,Comedy|Drama,7.0,2487.0,,,,,,,Pan Nalin,\N,writer|director|producer,Pan Nalin|Subhadra Mahajan|Dilip Shankar|Arsala Qureishi,\N|\N|1970|\N,writer|director|producer|assistant_director|miscellaneous|writer|casting_director|casting_department|actor|writer|director|producer
Dhadak,tt7638344,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Dhadak_2018_film.jpg/220px-Dhadak_2018_film.jpg,https://en.wikipedia.org/wiki/Dhadak,Dhadak,Dhadak,0.0,2018.0,138,Comedy|Drama|Romance,4.5,8363.0,From the moment they set eyes on each other  Madhukar and Parthavi felt something familiar  something pure  but as their love blossomed  so did their problems. Torn between society and their families  their fate became uncertain. DHADAK is a simple  passionate story about first love.,Set in Rajasthan  this love story explores how the protagonists deal with issues like differences between castes and honor killings.,,Ishaan Khattar|Janhvi Kapoor|Ashutosh Rana|Aditya Kumar|Kharaj Mukherjee|Ankit Bisht|Shalini Kapoor|Aishwarya Narkar|Usha Shree|Sartaj Ansari|Hempushpak Arora|Aishwarya Avinash|Vishwanath Chatterjee|Alok Ranjan Chaudhary|,9 wins & 7 nominations,20 July 2018 (USA),Shashank Khaitan,\N,director|writer|actor,Shashank Khaitan|Nagraj Manjule,\N|\N,director|writer|actor|actor|writer|director
Game (2011 film),tt1772872,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Game_2011_Bollywood_Film.jpg/220px-Game_2011_Bollywood_Film.jpg,https://en.wikipedia.org/wiki/Game_(2011_film),Game,Game,0.0,2011.0,135,Action|Crime|Drama,5.1,1786.0,Four strangers (Neil Menon  OP Ramsay  Tisha Khanna and Vikram Kapoor) are invited by the reclusive Kabir Malhotra  to his private island of Samos  Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.,A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning  the wealthy man is found murdered.,It's not Over till its Over,Abhishek Bachchan|Kangana Ranaut|Anupam Kher|Boman Irani|Jimmy Sheirgill|Shahana Goswami|Gauhar Khan|Sarah-Jane Dias|Mantra|,2 wins,1 April 2011 (India),Abhinay Deo,\N,director|producer,Farhan Akhtar|Javed Akhtar,1974|1945,producer|actor|writer|music_department|writer|soundtrack
Bioscopewala,tt8223250,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Bioscopewala_-_Poster.jpg/220px-Bioscopewala_-_Poster.jpg,https://en.wikipedia.org/wiki/Bioscopewala,Bioscopewala,Bioscopewala,0.0,2018.0,91,Drama,7.7,718.0,Bioscopewala is an extrapolation of Rabindranath Tagore's Kabuliwala. It extends the story from where Tagore's Kabuliwala ends. In this extrapolation  Kabuliwala shows films to children in Kolkata and misses his daughter in Kabul ravaged by civil war. Will he meet his daughter again? Will their story find a completion this time? Bioscopewala stars legendary actor Danny Denzongpa  Geetanjali Thapa  Tisca Chopra and Adil Hussain. Kabuliwala is a Bengali short story written by Rabindranath Tagore in 1892. The story is of a Pashtun merchant from Kabul  who comes to Calcutta (present day Kolkata)  India each year for selling dry-fruits and while living in India he becomes friends with a five-year-old girl Mini from a middle-class aristocratic family as she reminds him of his daughter who lives in Kabul. Presented by Fox Star Studios in association with Star India  Bioscopewala is Produced by Sunil Doshi and Directed by Deb Medhekar and will release in theaters on 25th May 2018.,A woman meets her dead father's old friend  who was the operator of a Bioscope show that she loved in her childhood. Connecting India and Afghanistan  a story of love and cinema unfolds.,,Danny Denzongpa|Geetanjali Thapa|Adil Hussain|Tisca Chopra|Brijendra Kala|Ekavali Khanna|Maya Sarao|Miraya Suri|Prisha Dabbas|Sahra Khan Sahibi|Simon Frenay|Shashi Bhushan|Subroto Sarkar|Sumit Sarkar|,,25 May 2018 (India),Deb Medhekar,\N,director|writer,Rabindranath Tagore|Deb Medhekar|Radhika Anand|Sunil Doshi,1861|\N|\N|\N,writer|music_department|soundtrack|director|writer|writer|producer|executive|writer
I Love Desi,tt4718678,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/I_Love_Desi_Theatrical_Poster.jpg/220px-I_Love_Desi_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/I_Love_Desi,I Love Desi,I Love Desi,0.0,2015.0,\N,Comedy|Romance,0.0,0.0,,Add a Plot »,,Shakti Anand|Arun Bali|Vedant Bali|Sunita Dhir|Gurpreet Ghuggi|Gulshan Grover|Mannat|Priyanka Shah|Karaan Singh|,,,Pankaj Batra,\N,director|writer|producer,Satish Jain,\N,writer|director|assistant_director
Mickey Virus,tt2796318,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Mickey_Virus_Official_Poster_2013.jpg/220px-Mickey_Virus_Official_Poster_2013.jpg,https://en.wikipedia.org/wiki/Mickey_Virus,Mickey Virus,Mickey Virus,0.0,2013.0,135,Comedy|Thriller,6.1,2459.0,"MICKEY VIRUS is a comic thriller set in Delhi  India. When Delhi Police comes across a case revolving around hacking  they begin there search to find a computer expert who can help them crack this case. The head of the police team ACP Siddhanth (Manish Choudhary)  stumbles across Mickey Arora (Manish Paul)  a lazy but street smart hacker who can actually help them solve the case. Mickey runs a grocery store in day time and creates virus's for anti virus companies in the night. He is also head over heals in love with a character he has created in his game called ""Kung Fu Chameli"" and will do anything to get out of hard work to do whatever he wants to do. Little does he know that ACP Siddhanth accompanied by Inspector Bhalla (Varun Badola) is a tough nut to crack...",When Delhi Police comes across an unusual case revolving around hacking they seek help of an expert who thinks like them only to come across a lazy hacker Mickey Arora.,Meet the weirdest hacker of Dilli...,Manish Paul|,1 win & 2 nominations,25 October 2013 (India),Saurabh Varma,\N,director|miscellaneous|writer,Kuldeep Ruhil|Saurabh Varma,\N|\N,actor|writer|director|director|miscellaneous|writer
Gabbar Is Back,tt2424988,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Gabbar_is_back_first_look.jpg/220px-Gabbar_is_back_first_look.jpg,https://en.wikipedia.org/wiki/Gabbar_Is_Back,Gabbar is Back,Gabbar is Back,0.0,2015.0,128,Action,7.1,21430.0,Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals  from all walks of life  in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings  Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who  though being just a constable in the mammoth Police force  is compelled by his instincts to see through the underlying design.,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|,1 win,1 May 2015 (India),Radha Krishna Jagarlamudi|Radha Krishna Jagarlamudi,\N|\N,director|writer|actor|director|writer|actor,A.R. Murugadoss|Rajat Arora|D.S. Kannan|A.R. Murugadoss|Rajat Arora|D.S. Kannan,\N|\N|\N|\N|\N|\N,writer|director|actor|writer|music_department|soundtrack|writer|director|writer|director|actor|writer|music_department|soundtrack|writer|director
Ishaqzaade,tt2308773,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Ishaqzaade.jpg/220px-Ishaqzaade.jpg,https://en.wikipedia.org/wiki/Ishaqzaade,Ishaqzaade,Ishaqzaade,0.0,2012.0,120,Action|Drama|Romance,6.5,6214.0,Rising from the ashes of hooliganism and small town wars  comes a passionate love story ignited by hatred. A story of two people who were born to hate but destined to love. One kingdom. One throne. Two wild animals. One totally unpredictable and the other - ferocious. A battle  deafened by the sounds of hate  revenge  bullets and deceit. A story about two fiery bloods played by Arjun Kapoor and Parineeti Chopra  and their fight for power and supremacy. A love story brewing in a small town - burning with hatred.,While fighting for the political supremacy of their respective families  a Hindu man and a Muslim woman share a forbidden romance.,Born to Hate... Destined to Love,Arjun Kapoor|Parineeti Chopra|Gauhar Khan|Anil Rastogi|Ratan Singh|Natasha Rastogi|Charu Rastogi|Shashank Khaitan|Ankit Kakar|Abdullah Osman|Akash Bathija|Aftab Khan|Jafarpal Dhillon|,11 wins & 17 nominations,11 May 2012 (India),Habib Faisal,\N,writer|director|actor,Aditya Chopra|Habib Faisal,1971|\N,producer|writer|director|writer|director|actor
22 Yards,tt9496212,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/22_Yards_film_poster.jpeg/220px-22_Yards_film_poster.jpeg,https://en.wikipedia.org/wiki/22_Yards,22 Yards,22 Yards,0.0,2019.0,126,Sport,5.3,124.0,A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,,Barun Sobti|Rajit Kapur|Panchhi Bora|Kartikey Tripathi|,,15 March 2019 (India),Mitali Ghoshal,\N,director|producer,Samrat,\N,writer
Turning 30,tt1666184,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Turning302010Film.jpg/220px-Turning302010Film.jpg,https://en.wikipedia.org/wiki/Turning_30,Turning 30!!!,Turning 30!!!,0.0,2011.0,121,Comedy|Drama|Romance,5.2,351.0,Turning 30 is Naina's story as she grapples with heartbreak  and a crisis in her advertising career in the face of her 30th birthday. And as she fights her anxiety and fears about being 30 years old  Naina realises there's a lot of growing up to be done. Set in the heart of urban Mumbai  Turning 30!!. is a humorous and heart-warming take on a single young woman's journey of finding herself  discovering love and blossoming into a woman of substance.,Naina grapples with heartbreak and a crisis in her advertising career  while facing her 30th birthday.,,Gul Panag|Purab Kohli|Sid Makkar|Jeneva Talwar|Tillotama Shome|Anita Kanwal|Rahul Singh|Bikramjeet Kanwarpal|Samar Sarila|Sameer Malhotra|Ira Dubey|Satyadeep Misra|Vicky|,,14 January 2011 (India),Alankrita Shrivastava,\N,director|writer|assistant_director,Ram Goutam|Kumaar|Prashant Pandey|Suhas Shetty|Alankrita Shrivastava,\N|\N|\N|\N|\N,music_department|miscellaneous|writer|music_department|soundtrack|writer|writer|music_department|soundtrack|writer|music_department|director|writer|assistant_director
Miss Lovely,tt1629715,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Miss_Lovely_%282012_film%29.jpg/220px-Miss_Lovely_%282012_film%29.jpg,https://en.wikipedia.org/wiki/Miss_Lovely,Miss Lovely,Miss Lovely,0.0,2012.0,113,Crime|Drama|Romance,6.3,2700.0,,,,,,,Ashim Ahluwalia,\N,director|writer|cinematographer,Ashim Ahluwalia|Uttam Sirur,\N|\N,director|writer|cinematographer|actor|writer|assistant_director
Sarkar 3,tt5742874,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Sarkar_3_poster.jpg/220px-Sarkar_3_poster.jpg,https://en.wikipedia.org/wiki/Sarkar_3,Sarkar 3,Sarkar 3,0.0,2017.0,130,Action|Crime|Drama,4.9,1688.0,The third film in Ram Gopal Varma's Sarkar trilogy  which chronicles the exploits of a powerful political figure.,The third film in Ram Gopal Varma's Sarkar trilogy  which chronicles the exploits of a powerful political figure.,Angrier than ever.,Amitabh Bachchan|Yami Gautam|Abhishek Bachchan|Jackie Shroff|Manoj Bajpayee|Amit Sadh|Rohini Hattangadi|Ronit Roy|Supriya Pathak|Bharat Dabholkar|Parag Tyagi|Bajrangbali Singh|,,12 May 2017 (USA),Ram Gopal Varma,1962,director|producer|writer,P. Jaya Kumar|Ramkumar Singh|Nilesh Girkar,\N|\N|\N,writer|assistant_director|director|writer|casting_director|music_department|writer
Dear Maya,tt6033536,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Dear_Maya_-_Poster.jpg/220px-Dear_Maya_-_Poster.jpg,https://en.wikipedia.org/wiki/Dear_Maya,Dear Maya,Dear Maya,0.0,2017.0,111,Drama|Romance,5.2,276.0,Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing ,Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing ,,Manisha Koirala|Madiha Imam|Shreya Chaudhary|,,2 June 2017 (India),Sunaina Bhatnagar,\N,assistant_director|director|writer,Sunaina Bhatnagar,\N,assistant_director|director|writer
Finding Fanny,tt3142688,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Finding_Fanny.jpg/220px-Finding_Fanny.jpg,https://en.wikipedia.org/wiki/Finding_Fanny,Finding Fanny,Finding Fanny,0.0,2014.0,102,Adventure|Comedy|Drama,5.8,5897.0,Late one night  an undelivered letter is returned to postmaster and singer Ferdinand 'Ferdie' Pinto. He realizes that his one true love Stefanie 'Fanny' Fernandes never received the marriage proposal he sent to her forty-six years earlier. Angie  a young widow and Ferdie's dear friend suggests they go on a road trip to find Fanny. Joining them on the journey is Rosie  Angie's mother-in-law; and Don Pedro  an artists who is keen to paint Rosie. Driving the car is Savio  the childhood friend whose heart Angie broke six years earlier when she married another.,A man embarks on a road trip to find his lost love.,If you're looking for love...get lost!,Deepika Padukone|Naseeruddin Shah|Basilo Dias|Kevin D'Mello|Urcelina Mascarenhas|Dimple Kapadia|Ankur Tewari|Anjali Patil|Ranveer Singh|Meher Verma|Pankaj Kapur|Anand Tiwari|Arjun Kapoor|Libert Olivera|,1 win & 23 nominations,12 September 2014 (USA),Homi Adajania,\N,director|writer|actor,Homi Adajania|Kersi Khambatta,\N|\N,director|writer|actor|writer|actor
Dabangg 3,tt7059844,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dabangg_3_poster.jpg/220px-Dabangg_3_poster.jpg,https://en.wikipedia.org/wiki/Dabangg_3,Dabangg 3,Dabangg 3,0.0,2019.0,\N,Action,,,Third installment of the Dabanng film series.,Third installment of the Dabanng film series.,,Salman Khan|Sonakshi Sinha|Sudeep|Mahesh Manjrekar|Ashwami Manjrekar|Nawab Shah|Arbaaz Khan|Abhilash Chaudhary|Saiee Manjrekar|Pramod Khanna|Rajiv Kachroo|Resh Lamba|Manjit Singh|,,,Prabhu Deva,\N,actor|miscellaneous|director,Salman Khan|Dilip Shukla|Alok Upadhyay,1965|\N|\N,actor|producer|soundtrack|writer|director|writer|cinematographer|assistant_director
Aisa Yeh Jahaan,tt4760900,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Aisa_Yeh_Jahaan_-_Poster.jpg/220px-Aisa_Yeh_Jahaan_-_Poster.jpg,https://en.wikipedia.org/wiki/Aisa_Yeh_Jahaan,The World It Is,Aisa Yeh Jahaan,0.0,2015.0,120,Drama,7.0,42.0,The film is set in Mumbai. It depicts the relationship between a husband and wife  the ever growing human detachment with nature and people's attitude towards the physiology of a child's growth which is portrayed in a lighthearted yet satirical fashion.Rajib  works for a multinational company and is far apart in terms of his nature from his wife  Ananya  who is a receptionist at a private firm. On the other hand  Kuhi  their three year old daughter  and Pakhi  the domestic help of the house  share a relationship based on innocence and pure emotions. Pakhi takes good care of Kuhi when Rajib and Ananya are away at work during the day.The whole family plans a vacation to their hometown in Assam. There  Kuhi gets to know Nalia Kai  the helper of the house  who introduces her to a new world record a world of trees  birds  greenery  paddy fields and the environment at large. There she realizes the difference between the concrete world of Mumbai and the natural environment of her father's ...,During a vacation with her parents  away from her concrete urban existence  a young girl learns to appreciate the joys of connecting with nature.,,Yashpal Sharma|Ira Dubey|Tinnu Anand|Palash Sen|,2 nominations,24 July 2015 (India),Biswajeet Bora,\N,director|writer|actor,Biswajeet Bora|Ashok Mishra,\N|\N,director|writer|actor|writer
Uri: The Surgical Strike,tt8291224,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/URI_-_New_poster.jpg/220px-URI_-_New_poster.jpg,https://en.wikipedia.org/wiki/Uri:_The_Surgical_Strike,Uri: The Surgical Strike,Uri: The Surgical Strike,0.0,2019.0,138,Action|Drama|War,8.4,35112.0,Divided over five chapters  the film chronicles the events of the surgical strike conducted by the Indian military against suspected militants in Pakistan occupied Kashmir. It tells the story of the 11 tumultuous events over which the operation was carried out. Indian army special forces carry out a covert operation to avenge the killing of fellow army men at their base by a terrorist group.,Indian army special forces execute a covert operation  avenging the killing of fellow army men at their base by a terrorist group.,,Vicky Kaushal|Paresh Rawal|Mohit Raina|Yami Gautam|Kirti Kulhari|Rajit Kapoor|Ivan Rodrigues|Manasi Parekh|Swaroop Sampat|Riva Arora|Yogesh Soman|Fareed Ahmed|Akashdeep Arora|Kallol Banerjee|,4 wins,11 January 2019 (USA),Aditya Dhar,\N,writer|director|music_department,Aditya Dhar,\N,writer|director|music_department
Matru Ki Bijlee Ka Mandola,tt2106537,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg/220px-Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg,https://en.wikipedia.org/wiki/Matru_Ki_Bijlee_Ka_Mandola,Matru ki Bijlee ka Mandola,Matru ki Bijlee ka Mandola,0.0,2013.0,151,Comedy|Drama,5.6,5794.0,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,,Imran Khan|Anushka Sharma|Pankaj Kapur|Lekha Washington|Arya Babbar|,1 nomination,11 January 2013 (India),Vishal Bhardwaj,\N,composer|soundtrack|writer,Vishal Bhardwaj|Abhishek Chaubey,\N|\N,composer|soundtrack|writer|writer|director|assistant_director
Aarakshan,tt1848771,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Aarakshan.jpg/220px-Aarakshan.jpg,https://en.wikipedia.org/wiki/Aarakshan,Aarakshan,Aarakshan,0.0,2011.0,164,Drama,6.2,4629.0,Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes  right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal  a non-government college which is exempt from this mandate  gets in the limelight when it's Principal  Prabhakar Anand  endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh  who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation  taking his family  consisting of his wife  Kavita and daughter  Poorbi  to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for...,A decision by India's supreme court tests a man's friendships and loyalty.,,Amitabh Bachchan|Saif Ali Khan|Manoj Bajpayee|Deepika Padukone|Prateik|Tanvi Azmi|Saurabh Shukla|Darshan Jariwala|Yashpal Sharma|Mukesh Tiwari|Rajeev Verma|S.M. Zaheer|Chetan Pandit|Vinay Apte|,2 wins & 7 nominations,12 August 2011 (USA),Prakash Jha,1952,director|producer|writer,Prakash Jha|Anjum Rajabali,1952|\N,director|producer|writer|writer|actor|producer
Bbuddah... Hoga Terra Baap,tt1869296,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Bbuddah_Poster.jpg/220px-Bbuddah_Poster.jpg,https://en.wikipedia.org/wiki/Bbuddah..._Hoga_Terra_Baap,Bbuddah... Hoga Terra Baap,Bbuddah... Hoga Terra Baap,0.0,2011.0,114,Action|Crime|Thriller,5.6,2580.0,After a series of bomb blasts in Mumbai  ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart  Tanya P. Nath  to marry him. He then sets about interrogating several suspects so much so that an underworld gangster  Kabir  is compelled to hire an assassin to do away with him. The potential killer  Viju  is an uptight older ex-convict as well as a former gangster  who now runs a pub in Paris  and is willing to kill Karan. As he sets about this gruesome task  he comes across an old flame  Kamini  as well as his estranged wife  Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.,"A quick-tempered  flamboyantly-dressed  retired hit-man returns to India for one last job. Just don't call him ""Buddah""",,Amitabh Bachchan|Hema Malini|Sonu Sood|Sonal Chauhan|Charmy Kaur|Prakash Raj|Makrand Deshpande|Subbaraju|Shawar Ali|Rajeev Verma|Rajeev Mehta|Vishwajeet Pradhan|Atul Parchure|Raveena Tandon|,,1 July 2011 (USA),Puri Jagannadh,1966,writer|director|producer,Inaamulhaq|Puri Jagannadh|Ajay Kumar,1979|1966|\N,actor|writer|writer|director|producer|writer
Shortcut Safari,tt4505006,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Music_poster_of_Shortcut_Safaari.jpg/220px-Music_poster_of_Shortcut_Safaari.jpg,https://en.wikipedia.org/wiki/Shortcut_Safari,Shortcut Safari,Shortcut Safari,0.0,2016.0,101,Adventure|Drama|Mystery,6.1,40.0,Shortcut Safari revolves around a group of urban Children who get stuck in dense forest- far away from their homes and families. Seven of them  all different and quirky. That too  for three days  completely on their own. To top it  they have a chance encounter with two poachers who are roaming the forest in hunt of a rare  clouded leopard Jimmy. The kids manage to subdue the poachers  but that leads to a bigger confusion- who is the real Jimmy? Lets meet him in this engaging story of exploration and adventure through the eyes of these children. Who  in return  gain values on mutual respect  team-spirit and perseverance on one hand; and the vital relevance of a sustainable environment with a balanced wild-life on the other.,'Shortcut Safari' is about adventures of a group of 7 urban children  between ages 10 to 14 years  who get stuck in a deep  dense forest while returning from a day long trip organised by the Nature Club of their School.,,Jimmy Sheirgill|,,29 April 2016 (India),Amitabha Singh,\N,cinematographer|producer|director,Svani Parekh|Amitabha Singh,\N|\N,writer|cinematographer|producer|director
Rebellious Flower,tt4659548,https://upload.wikimedia.org/wikipedia/en/b/b8/Rebellious_Flower_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Rebellious_Flower_(2016),Rebellious Flower,Rebellious Flower,0.0,2016.0,109,Biography|Drama,6.8,230.0,How the innocent and intrinsic questions of a child ripen into the inner rebellion of a youth  through which ultimately a rebellious flower blooms  who shares the fragrance unconditionally. The story is a bouquet of hand-picked flowers from the garden of an unending celebration. Inspired by the life of Osho  it's a first feature film on the spiritual guru Rajneesh Osho.,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,The flight of the heart beyond mind| time and space,Prince Shah|Shashank Singh|Mantra|Shaneel Sinha|,1 win & 1 nomination,15 January 2016 (India),Krishan Hooda,\N,writer|director|producer,Jagdish Bharti,\N,writer|producer
Dear Zindagi,tt5946128,https://upload.wikimedia.org/wikipedia/en/9/9e/Dear_Zindagi_poster.jpg,https://en.wikipedia.org/wiki/Dear_Zindagi,Dear Zindagi,Dear Zindagi,0.0,2016.0,151,Drama|Romance,7.6,32790.0,This is the story of Kaira  a budding cinematographer in search of perfect life. A chance encounter with Jug  an unconventional thinker  helps her gain new perspective about life. She discovers that happiness is all about finding comfort in life's imperfections.,Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug  an unconventional thinker  helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.,,Alia Bhatt|Shah Rukh Khan|Kunal Kapoor|Priyanka Moodley|Prateek Jain|Aditya Roy Kapoor|Ali Zafar|Bobby Duggal|Angad Bedi|Darwin|Raj Bhansali|Sharic Sequeira|Dilip|Akanksha Gade|,8 nominations,23 November 2016 (USA),Gauri Shinde,\N,director|writer|producer,Gauri Shinde,\N,director|writer|producer
Qaidi Band,tt5617172,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Qaidi_Band_Poster.jpg/220px-Qaidi_Band_Poster.jpg,https://en.wikipedia.org/wiki/Qaidi_Band,Qaidi Band,Qaidi Band,0.0,2017.0,119,Drama|Music,5.7,257.0,A riveting tale of undertrials who are brought together to form a band in jail for a social event. As their popularity grows through social media  they use their music to protest against jail authorities & the Indian judicial system. Eventually  when all hope fades  music becomes their only hope but will it set them free?,A riveting tale of undertrials who are brought together to form a band in jail for a social event. As their popularity grows through social media  they use their music to protest against jail authorities & the Indian judicial system. Eventually  when all hope fades  music becomes their only hope but will it set them free?,Music Will Set Them Free,Aadar Jain|Anya Singh|Mikhail Yawalkar|Anna Ador|Cyndy Khojol|Sange|Peter Muxka Manuel|Prince Parvinder Singh|,,25 August 2017 (India),Habib Faisal,\N,writer|director|actor,Habib Faisal|Sanjay Sharma,\N|\N,writer|director|actor|writer
Jeena Hai Toh Thok Daal,tt2294685,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg/220px-Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jeena_Hai_Toh_Thok_Daal,Jeena Hai Toh Thok Daal,Jeena Hai Toh Thok Daal,0.0,2012.0,123,Drama,6.0,22.0,Originating from the dark and gruesome underbelly of Bihar  Jeena Hai Toh Thok Daal is a story of the conscientious journey of four outlaws who set out to Mumbai for a mission. These four mercenaries who have grown up in the cradle of crime come from different age groups but are united in being the perfect hell raisers. Their freewheeling passion and addiction to thrill makes them take the route which very few can think of. In pursuit of one of such crimes  they set out to the city of dreams - Mumbai. Their ambitious plan comes to a screeching halt when one of them has a change of heart and their lives take an eventful turn. Is this the beginning of their transformation? Will they still complete the heinous crime which brought them to Mumbai? Or will they just become victims of fate and their sinister ambitions? Stuck in the quagmire of greed  politics and conspiracy  what does the fate has in store for these four guys?,The horrid realities of underworld crime as well as the changing times of Bihar state.,,Ravi Kishan|Manish Vatssalya|Yashpal Sharma|Rahul Kumar|Pooja Welling|Govind Namdeo|Hazel Croney|Sharat Saxena|Murli Sharma|Ashwini Kalsekar|Shubha Khote|Ganesh Yadav|,1 win & 1 nomination,14 September 2012 (India),Manish Vatssalya,\N,actor|director|producer,Saurabh Choudhary,\N,writer|director
Tere Bin Laden: Dead or Alive,tt5313980,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg/220px-Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg,https://en.wikipedia.org/wiki/Tere_Bin_Laden:_Dead_or_Alive,Tere Bin Laden: Dead Or Alive,Tere Bin Laden: Dead Or Alive,0.0,2016.0,104,Comedy,4.3,771.0,A common man who happens to look like Osama Bin Laden is noticed by a man from the American Government and plans to film the capture of Bin Laden. A film director (Manish Paul) helps making the Bin Laden film but their film making is encountered to many problems including the man playing Bin Laden being a complete lunatic. Will the government of the United States be able to show the world how they really caught the man himself?,A Bollywood director is hired by an American talent agent to make a film on Osama bin Laden. The plan to use an Osama doppelganger in order to prove his death boomerangs when a Taliban arms dealer hijacks their idea to prove he's alive.,A million-dollar fake,Parthaa Akerkar|Krishna Bansal|Vikrant Chaturvedi|Iman Crosson|Sugandha Garg|Kunal Gupta|Noel Jacobson|Rohan Khatri|Sikander Kher|Birbal Khosla|Vaibhav Mathur|Piyush Mishra|Jiten Mukhi|Bachan Pachehra|,,26 February 2016 (USA),Deepak Chandra|Abhishek Sharma,\N|\N,editor|miscellaneous|editorial_department|actor|director|writer,Abhishek Sharma|Neha Sharma|Pradhuman Singh,\N|\N|\N,actor|director|writer|writer|actor|writer
